Age,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Customer ID,Has Bad Payment Record,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Weeks Since Last Offer,Homeowner,Accepted Personal Loan,Accepted Retention,Accepted Home Equity Loan,Accepted Credit Card,Annual value,Interested in Personal Loan,Interested in Retention,Interested in Home Equity Loan,Interested in Credit Card
47,24.000000,2,8.695667,129,1,47,15,5,2664,0,6,7,"F","S",15,12,51,36,49729.000000,31,"T","F","F","F","F",560,"F","F","F","F"
36,48.000000,0,0.000000,0,0,36,37,1,2749,0,3,9,"M","M",7,6,31,61,79287.000000,16,"T","F","F","F","F",100,"F","F","T","F"
51,36.000000,2,10.609000,109,1,51,23,2,8523,0,7,9,"M","U",26,12,44,43,36609.000000,36,"F","T","F","F","F",260,"F","F","F","F"
34,0.000000,1,0.000000,0,0,34,-3,3,8603,0,4,0,"M","M",2,9,21,68,48788.000000,18,"F","F","F","F","F",330,"F","F","F","F"
30,24.000000,2,8.549000,49,1,30,14,0,10304,0,3,7,"M","S",0,4,30,64,40287.000000,40,"T","F","F","F","F",60,"F","F","F","F"
64,12.000000,0,0.000000,0,0,64,6,0,2982,0,3,9,"F","M",35,9,39,51,39989.000000,45,"T","T","F","F","F",0,"F","F","F","F"
62,24.000000,0,0.000000,0,0,62,13,1,3014,0,3,11,"F","M",35,11,29,58,58289.000000,10,"F","F","F","F","T",100,"F","F","F","F"
38,12.000000,0,0.000000,0,0,38,5,0,3046,0,4,8,"F","U",7,10,32,57,48329.000000,36,"F","F","F","F","F",0,"F","F","F","F"
21,36.000000,0,0.000000,0,0,21,33,0,3133,0,2,10,"M","S",0,15,31,52,42752.000000,20,"F","F","F","F","F",0,"F","T","T","F"
58,24.000000,3,12.952333,219,1,58,20,3,3330,0,6,9,"M","U",28,9,31,59,37836.000000,30,"F","F","F","F","F",390,"F","F","F","F"
54,36.000000,3,9.007323,174,2,54,26,2,8972,0,6,0,"M","M",27,13,44,42,65244.000000,48,"F","T","F","T","F",290,"F","F","F","F"
45,36.000000,0,0.000000,0,0,45,25,2,21318,0,3,0,"F","M",16,12,43,43,56497.000000,39,"T","T","F","F","F",200,"F","F","T","F"
35,48.000000,4,11.203313,270,3,35,36,1,3347,0,2,11,"M","S",7,8,28,63,58009.000000,1,"T","F","T","F","F",220,"F","T","F","T"
34,24.000000,0,0.000000,0,0,34,23,0,9124,0,3,4,"F","M",5,6,38,54,37098.000000,10,"T","F","F","F","F",0,"F","F","T","F"
41,0.000000,0,0.000000,0,0,41,-3,0,3599,0,4,7,"F","U",11,13,33,52,46755.000000,14,"F","F","F","F","F",0,"F","T","F","F"
45,48.000000,3,7.349990,150,1,45,37,0,3667,0,2,11,"F","S",19,16,16,67,52368.000000,1,"T","F","F","T","T",90,"F","F","T","F"
45,24.000000,1,11.355667,89,1,45,16,1,3766,0,3,7,"F","S",9,8,34,57,51244.000000,12,"F","F","F","F","F",130,"F","F","F","F"
37,12.000000,4,9.150617,284,2,37,5,0,3784,0,3,8,"F","U",6,14,44,40,56458.000000,29,"F","F","F","F","F",120,"T","F","F","F"
59,12.000000,0,0.000000,0,0,59,0,0,9341,0,2,7,"M","U",28,14,36,49,43490.000000,11,"F","T","F","F","F",0,"F","F","F","F"
47,36.000000,1,10.849000,349,1,47,24,1,2136,0,5,8,"M","S",16,14,35,50,48993.000000,20,"F","F","F","F","F",130,"F","F","F","F"
36,12.000000,0,0.000000,0,0,36,10,0,21836,0,5,0,"M","S",7,13,18,67,56482.000000,31,"F","T","F","F","F",0,"F","F","F","F"
27,12.000000,4,10.784333,551,4,27,7,0,3818,0,5,7,"F","S",0,7,33,58,65263.000000,47,"F","F","T","F","F",120,"F","F","F","F"
51,0.000000,0,0.000000,0,0,51,-6,2,3849,0,7,10,"F","S",23,7,18,73,74876.000000,19,"T","F","F","F","F",200,"F","F","T","F"
56,24.000000,3,11.326333,193,2,56,13,3,2369,0,3,9,"F","U",25,9,19,70,38953.000000,10,"F","F","F","F","T",390,"F","F","F","F"
40,36.000000,0,0.000000,0,0,40,23,1,4050,0,6,11,"F","M",9,15,22,62,43897.000000,17,"T","F","T","F","F",100,"F","F","F","F"
35,24.000000,0,0.000000,0,0,35,12,4,2489,0,6,11,"F","M",5,5,28,66,54811.000000,29,"F","F","F","F","F",400,"F","F","F","F"
42,0.000000,1,0.000000,0,0,42,-2,3,16088,0,3,0,"M","U",14,11,30,57,47761.000000,12,"F","F","F","F","F",330,"F","T","F","F"
17,48.000000,0,0.000000,0,0,17,37,1,16136,0,4,0,"M","S",0,16,26,56,54243.000000,27,"F","F","F","F","F",100,"F","F","F","F"
49,36.000000,0,0.000000,0,0,49,31,0,16163,0,4,9,"M","U",20,17,47,34,36701.000000,27,"F","F","F","F","F",0,"F","F","F","T"
37,36.000000,2,8.199000,199,1,37,32,0,2656,0,6,9,"F","S",7,4,36,58,55328.000000,17,"T","F","F","F","F",60,"F","F","F","F"
43,36.000000,0,0.000000,0,0,43,31,1,2837,0,5,8,"F","M",13,7,39,52,30933.000000,6,"F","F","F","T","F",100,"F","F","F","T"
41,24.000000,0,0.000000,0,0,41,17,1,16381,0,2,0,"F","U",18,6,27,66,51125.000000,16,"F","F","F","F","F",100,"F","T","F","F"
49,24.000000,0,0.000000,0,0,49,18,0,16488,0,6,11,"M","U",18,3,24,71,45892.000000,24,"F","F","F","F","F",0,"F","F","F","F"
38,36.000000,0,0.000000,0,0,38,30,0,9699,0,5,9,"M","U",15,7,30,62,69553.000000,42,"F","T","F","F","F",0,"F","F","F","F"
33,12.000000,0,0.000000,0,0,33,7,1,16622,0,1,0,"F","M",7,11,25,63,33861.000000,38,"F","F","T","F","F",100,"F","F","F","T"
14,36.000000,4,12.763980,64,3,14,24,0,3223,0,4,11,"M","S",0,15,31,52,42752.000000,19,"T","F","F","F","F",120,"F","F","F","F"
42,24.000000,0,0.000000,0,0,42,15,7,3524,0,1,10,"M","U",12,8,28,62,54242.000000,43,"T","F","F","T","F",700,"F","F","F","F"
49,0.000000,8,0.000000,0,0,49,-4,4,17006,0,3,8,"F","M",21,16,37,45,64159.000000,48,"T","F","F","F","F",640,"F","F","F","F"
46,36.000000,0,0.000000,0,0,46,27,0,17040,0,2,11,"F","U",15,7,50,42,41319.000000,2,"F","F","F","F","F",0,"F","F","F","F"
38,36.000000,2,10.841333,208,2,38,33,2,17049,0,3,11,"F","M",6,15,31,53,45384.000000,4,"T","F","F","F","F",260,"F","F","F","T"
28,36.000000,0,0.000000,0,0,28,31,0,17101,0,5,9,"M","S",0,15,31,52,42752.000000,44,"F","F","F","T","T",0,"F","F","F","F"
51,36.000000,0,0.000000,0,0,51,28,2,17190,0,5,10,"F","M",20,7,29,63,34495.000000,39,"F","F","F","F","F",200,"F","F","F","T"
48,48.000000,0,0.000000,0,0,48,37,3,10369,0,7,10,"F","S",19,17,38,43,65816.000000,17,"F","F","T","F","F",300,"F","F","F","F"
31,24.000000,0,0.000000,0,0,31,15,1,10453,0,2,8,"M","S",0,14,32,53,49255.000000,21,"F","F","F","F","F",100,"F","T","F","F"
18,36.000000,4,11.465667,299,1,18,25,1,3876,0,1,10,"F","S",0,14,39,45,49921.000000,19,"T","F","F","F","F",220,"F","F","F","F"
42,24.000000,0,0.000000,0,0,42,23,1,17360,0,6,11,"M","U",14,15,33,51,29682.000000,14,"T","F","F","T","F",100,"F","T","F","F"
45,12.000000,0,0.000000,0,0,45,5,1,21265,0,3,10,"M","M",15,15,39,44,43123.000000,4,"T","F","T","F","F",100,"F","F","F","F"
33,24.000000,0,0.000000,0,0,33,16,2,21280,0,5,0,"M","M",2,8,34,56,63703.000000,36,"F","F","F","F","F",200,"F","T","F","F"
27,0.000000,0,0.000000,0,0,27,-4,0,21350,0,5,9,"F","S",0,7,33,58,65263.000000,11,"F","F","T","F","F",0,"F","F","F","F"
20,48.000000,0,0.000000,0,0,20,37,0,17594,0,5,0,"F","S",0,7,33,58,65263.000000,10,"F","F","F","T","T",0,"F","F","F","F"
26,12.000000,0,0.000000,0,0,26,9,0,17649,0,1,10,"F","S",0,7,33,58,65263.000000,31,"F","F","F","F","F",0,"F","F","T","F"
71,0.000000,0,0.000000,0,0,71,-5,1,21464,0,6,10,"M","U",41,10,21,67,43398.000000,17,"T","T","F","F","F",100,"F","F","F","F"
39,36.000000,4,10.167990,168,3,39,25,7,17694,0,2,11,"F","S",10,10,29,59,44851.000000,10,"T","F","F","F","F",820,"F","F","F","T"
44,36.000000,2,9.919990,120,1,44,28,1,17826,0,2,8,"M","M",16,5,49,45,49260.000000,36,"F","F","F","F","F",160,"F","F","F","F"
26,48.000000,2,8.355667,189,1,26,38,0,21699,0,3,9,"M","S",0,15,31,52,42752.000000,40,"F","T","F","F","F",60,"F","T","F","T"
29,48.000000,0,0.000000,0,0,29,39,2,21818,0,1,11,"F","U",2,12,17,70,46816.000000,31,"T","F","F","F","T",200,"F","T","F","T"
56,24.000000,3,11.697000,297,3,56,13,3,21848,0,2,11,"M","M",24,10,40,49,45691.000000,49,"F","T","T","F","F",390,"F","F","F","F"
41,0.000000,0,0.000000,0,0,41,-5,1,21918,0,2,0,"M","U",11,15,21,62,47494.000000,34,"F","F","F","F","T",100,"F","F","F","F"
34,36.000000,4,12.330567,164,3,34,34,0,16017,0,2,10,"F","U",4,9,33,57,44525.000000,27,"T","F","F","F","F",120,"F","F","F","F"
40,36.000000,0,0.000000,0,0,40,34,2,16115,0,6,11,"M","U",9,13,38,48,40562.000000,36,"F","F","F","F","F",200,"F","F","F","F"
30,12.000000,2,9.948990,249,2,30,7,0,16754,0,3,10,"F","S",0,7,27,64,37502.000000,32,"T","F","F","F","F",60,"F","F","F","F"
34,0.000000,3,0.000000,0,0,34,-3,0,17121,0,4,10,"M","S",7,13,18,67,56482.000000,24,"F","F","F","F","F",90,"F","T","F","F"
37,48.000000,0,0.000000,0,0,37,37,0,17403,0,5,9,"M","S",6,8,32,59,40442.000000,47,"T","F","F","F","F",0,"F","F","F","F"
32,36.000000,2,7.453323,20,1,32,35,0,17487,0,3,11,"F","M",4,9,39,50,66781.000000,21,"F","T","F","F","F",60,"F","F","F","F"
36,48.000000,0,0.000000,0,0,36,38,2,17539,0,4,11,"M","M",7,8,35,55,55140.000000,49,"F","F","F","F","F",200,"F","F","F","F"
59,0.000000,0,0.000000,0,0,59,-6,0,17673,0,7,10,"F","M",29,10,24,65,36927.000000,47,"T","F","F","F","F",0,"F","T","F","F"
46,48.000000,0,0.000000,0,0,46,37,1,6418,0,3,9,"M","S",17,10,49,39,56439.000000,9,"F","T","F","F","F",100,"F","F","F","F"
39,12.000000,1,0.000000,0,0,39,0,0,6513,0,4,0,"F","U",5,19,34,45,50245.000000,42,"T","F","F","F","F",30,"F","F","F","F"
38,24.000000,3,10.968990,69,2,38,16,1,6579,0,3,7,"F","S",8,10,28,61,31855.000000,52,"T","T","F","F","F",190,"F","F","T","F"
27,48.000000,1,11.149990,150,1,27,37,0,6638,0,3,11,"M","S",0,15,31,52,42752.000000,25,"F","F","F","F","F",30,"F","F","F","F"
34,36.000000,0,0.000000,0,0,34,32,0,6829,0,2,8,"M","S",3,20,40,39,21103.000000,52,"F","F","T","F","F",0,"F","F","T","T"
36,36.000000,2,7.673283,40,1,36,25,1,6979,0,3,0,"F","M",5,6,36,56,35657.000000,8,"F","F","F","F","F",160,"F","F","F","F"
39,24.000000,0,0.000000,0,0,39,20,1,7029,0,4,10,"M","M",11,15,39,44,44206.000000,35,"F","F","F","F","F",100,"F","F","F","F"
29,12.000000,1,7.689000,89,1,29,8,3,7197,0,6,9,"M","S",3,18,52,28,46342.000000,5,"F","F","F","T","F",330,"F","F","F","F"
30,24.000000,0,0.000000,0,0,30,15,0,7222,0,1,7,"F","S",0,7,33,58,65263.000000,47,"T","F","F","F","F",0,"F","F","F","F"
46,24.000000,0,0.000000,0,0,46,13,0,17921,0,2,11,"M","U",16,7,26,66,62909.000000,36,"F","F","F","F","F",0,"F","F","F","F"
38,24.000000,0,0.000000,0,0,38,16,4,17944,0,1,9,"M","M",10,6,29,64,46114.000000,35,"F","F","F","F","F",400,"F","T","F","F"
34,0.000000,0,0.000000,0,0,34,-5,0,12705,0,3,9,"M","U",4,10,20,69,65343.000000,23,"T","F","F","F","F",0,"T","F","F","F"
67,48.000000,2,9.070617,304,2,67,36,1,12760,0,7,11,"M","S",37,9,41,48,50026.000000,12,"F","F","F","T","F",160,"F","F","F","F"
49,36.000000,2,11.179000,179,1,49,27,2,12805,0,7,10,"M","M",22,9,34,55,43035.000000,4,"F","F","F","F","F",260,"F","T","T","F"
36,48.000000,0,0.000000,0,0,36,36,0,12912,0,5,10,"M","U",6,9,23,67,80647.000000,4,"F","F","F","F","F",0,"F","F","F","F"
34,12.000000,4,9.527283,94,2,34,6,1,14939,0,4,11,"F","S",4,7,55,36,42084.000000,29,"T","T","F","F","F",220,"F","T","F","F"
41,0.000000,0,0.000000,0,0,41,-6,0,14988,0,3,0,"M","M",13,10,27,61,57415.000000,7,"F","F","F","F","F",0,"F","F","F","T"
45,24.000000,0,0.000000,0,0,45,16,0,13089,0,3,8,"M","U",13,12,11,75,53734.000000,45,"T","F","F","F","T",0,"F","F","F","F"
43,0.000000,0,0.000000,0,0,43,-2,2,13125,0,2,9,"F","S",10,7,46,45,35387.000000,3,"T","T","F","F","T",200,"F","F","F","F"
49,48.000000,0,0.000000,0,0,49,37,2,13143,0,3,9,"F","M",17,12,36,51,40669.000000,22,"T","F","F","F","F",200,"F","F","F","F"
40,24.000000,0,0.000000,0,0,40,15,0,13355,0,5,11,"M","S",9,14,34,50,57317.000000,8,"F","F","F","F","F",0,"F","F","F","F"
46,12.000000,0,0.000000,0,0,46,5,1,13362,0,6,9,"F","U",14,6,36,57,59099.000000,47,"F","F","F","F","F",100,"F","T","F","F"
63,0.000000,0,0.000000,0,0,63,-6,1,15255,0,5,11,"M","U",34,11,29,59,44333.000000,47,"F","T","F","F","F",100,"F","F","F","T"
22,24.000000,0,0.000000,0,0,22,19,3,13582,0,6,10,"M","S",0,14,47,38,47843.000000,36,"F","T","F","F","F",300,"F","F","F","F"
34,24.000000,0,0.000000,0,0,34,11,1,15472,0,5,10,"F","S",6,11,31,57,50717.000000,19,"F","F","F","F","F",100,"T","F","T","F"
48,36.000000,0,0.000000,0,0,48,34,2,13225,0,7,11,"F","U",21,12,37,50,53242.000000,44,"F","F","T","F","F",200,"F","F","T","F"
38,48.000000,0,0.000000,0,0,38,40,1,13358,0,5,11,"M","U",5,12,25,62,57778.000000,42,"T","T","F","F","F",100,"F","F","F","F"
49,36.000000,4,0.000000,159,1,49,34,1,13830,0,5,9,"M","M",17,10,22,66,45078.000000,34,"F","F","F","F","F",220,"F","F","F","F"
33,36.000000,0,0.000000,0,0,33,26,4,13458,0,3,0,"F","M",1,13,46,39,52004.000000,16,"F","F","F","F","F",400,"F","F","F","F"
26,36.000000,0,0.000000,0,0,26,23,0,13610,0,5,10,"M","S",0,15,31,52,42752.000000,11,"F","T","F","F","T",0,"F","F","F","F"
48,12.000000,0,0.000000,0,0,48,9,2,13727,0,2,10,"M","M",19,8,26,64,51772.000000,22,"T","T","F","F","F",200,"F","F","F","T"
34,12.000000,2,8.292333,59,1,34,9,2,14282,0,4,9,"M","M",5,18,32,49,44976.000000,35,"T","F","F","F","F",260,"F","T","F","F"
37,0.000000,0,0.000000,0,0,37,-4,0,14602,0,5,10,"F","U",7,10,32,57,48329.000000,37,"F","T","T","F","F",0,"F","T","F","F"
31,48.000000,2,8.262323,129,2,31,38,0,26972,0,3,8,"F","S",0,7,27,64,37502.000000,9,"F","F","T","F","F",60,"F","F","F","T"
44,48.000000,55,33.289082,656,26,44,37,0,13911,0,1,6,"F","U",18,12,40,46,50126.000000,45,"F","F","F","F","F",1650,"T","F","T","F"
50,36.000000,1,8.486657,120,1,50,33,2,13945,0,4,0,"F","S",22,15,44,39,37758.000000,21,"F","F","F","F","F",230,"F","F","F","F"
35,0.000000,0,0.000000,0,0,35,-2,0,14378,0,6,9,"F","U",7,10,32,57,48329.000000,41,"F","F","F","F","F",0,"F","F","F","F"
53,12.000000,0,0.000000,0,0,53,8,0,14545,0,6,7,"M","U",27,10,42,47,56840.000000,31,"F","F","T","F","F",0,"F","F","F","F"
29,48.000000,2,11.222333,89,1,29,36,0,14580,0,5,10,"M","S",0,4,30,64,40287.000000,18,"F","F","F","F","F",60,"F","F","T","F"
44,36.000000,0,0.000000,0,0,44,28,1,14581,0,5,10,"F","M",14,12,42,44,59133.000000,16,"F","F","F","F","F",100,"F","F","T","F"
28,0.000000,0,0.000000,0,0,28,-6,3,27139,0,5,10,"M","M",2,9,21,68,48788.000000,3,"F","F","T","F","F",300,"F","F","F","F"
39,36.000000,0,0.000000,0,0,39,33,0,27140,0,4,8,"F","U",11,13,33,52,46755.000000,6,"F","F","T","F","F",0,"F","F","F","F"
42,24.000000,0,0.000000,0,0,42,13,0,27156,0,3,10,"M","S",14,15,45,39,28742.000000,52,"T","F","F","F","F",0,"F","F","F","F"
39,36.000000,0,0.000000,0,0,39,25,1,27157,0,1,9,"M","M",6,12,38,49,65732.000000,13,"F","F","F","F","F",100,"F","F","F","F"
33,12.000000,3,8.365667,299,1,33,10,0,27255,0,3,10,"M","S",2,14,38,47,51309.000000,30,"F","F","F","F","F",90,"F","F","F","F"
33,12.000000,4,9.940147,74,3,33,10,2,27306,0,5,11,"M","U",2,9,26,63,47287.000000,20,"F","F","F","F","F",320,"F","F","F","F"
45,36.000000,3,9.299000,299,1,45,28,3,14681,0,6,10,"M","S",17,15,27,56,36364.000000,7,"F","F","F","F","F",390,"F","F","T","F"
49,48.000000,0,0.000000,0,0,49,36,1,15211,0,5,9,"M","U",21,6,29,64,59232.000000,20,"F","F","F","F","F",100,"F","F","T","F"
43,12.000000,0,0.000000,0,0,43,7,1,15079,0,5,0,"M","M",15,15,39,44,43123.000000,47,"F","F","F","F","F",100,"F","F","F","F"
32,24.000000,5,10.931637,65,3,32,20,1,15181,0,2,10,"F","M",3,11,21,66,56036.000000,42,"T","F","F","F","T",250,"F","F","T","F"
48,24.000000,0,0.000000,0,0,48,19,3,15213,0,1,11,"F","U",15,7,27,64,56348.000000,7,"F","F","F","F","F",300,"F","F","F","F"
42,24.000000,2,8.152333,219,1,42,14,0,15214,0,5,4,"F","S",14,12,38,49,29130.000000,28,"F","F","F","T","F",60,"F","F","F","F"
39,36.000000,0,0.000000,0,0,39,32,0,15359,0,4,10,"M","S",9,14,34,50,57317.000000,11,"F","F","F","F","F",0,"F","F","F","F"
23,36.000000,0,0.000000,0,0,23,35,3,15477,0,5,5,"F","S",0,10,38,50,76547.000000,52,"F","F","F","F","F",300,"F","F","F","F"
39,36.000000,0,0.000000,0,0,39,28,2,15695,0,5,1,"M","M",9,7,23,68,57561.000000,3,"F","T","F","F","F",200,"F","F","F","F"
44,24.000000,0,0.000000,0,0,44,17,3,15849,0,6,9,"M","U",16,5,14,79,42381.000000,37,"T","F","F","F","F",300,"F","F","F","F"
42,12.000000,0,0.000000,0,0,42,9,3,26618,0,2,9,"F","U",12,8,33,58,47792.000000,44,"F","F","F","F","F",300,"F","F","F","F"
40,24.000000,2,9.355667,89,1,40,14,1,26813,0,3,0,"M","S",12,10,36,53,72513.000000,27,"F","F","F","F","F",160,"F","F","F","F"
45,36.000000,0,0.000000,0,0,45,35,0,26859,0,4,11,"M","M",13,10,27,61,57415.000000,42,"F","F","F","F","F",0,"F","F","F","F"
32,24.000000,7,11.480313,847,4,32,16,1,27084,0,3,10,"F","M",3,11,21,66,56036.000000,22,"F","F","T","F","T",310,"F","F","F","F"
47,24.000000,0,0.000000,0,0,47,22,1,26930,0,2,1,"M","M",19,10,35,53,29959.000000,37,"F","T","F","F","T",100,"F","T","F","T"
51,24.000000,0,0.000000,0,0,51,12,0,27268,0,6,8,"M","S",21,13,31,55,52114.000000,43,"F","F","F","F","F",0,"F","F","F","F"
38,12.000000,0,0.000000,0,0,38,9,0,27277,0,6,9,"F","U",12,12,22,64,69332.000000,46,"F","F","F","F","F",0,"F","F","T","T"
23,24.000000,4,9.752313,19,2,23,17,2,27333,0,5,8,"F","S",0,9,65,25,46236.000000,23,"T","F","F","T","F",320,"F","F","F","F"
26,24.000000,2,11.445667,179,1,26,21,0,10698,0,6,9,"F","S",0,7,43,49,67905.000000,39,"F","F","F","F","F",60,"F","F","F","F"
63,36.000000,0,0.000000,0,0,63,28,0,10782,0,2,10,"F","U",31,8,32,59,56249.000000,41,"F","F","F","F","F",0,"F","F","F","F"
36,24.000000,6,11.711323,178,3,36,17,1,10807,0,2,9,"M","S",8,6,56,37,36646.000000,32,"F","F","F","T","F",280,"F","F","F","F"
36,24.000000,0,0.000000,0,0,36,21,3,10855,0,4,10,"M","M",9,13,33,53,68940.000000,31,"F","F","F","F","F",300,"F","F","F","F"
36,24.000000,0,0.000000,0,0,36,22,0,10898,0,3,10,"F","S",8,9,26,64,68819.000000,44,"T","F","T","F","F",0,"F","F","F","F"
24,24.000000,0,0.000000,0,0,24,22,0,11050,0,3,7,"F","S",0,7,33,58,65263.000000,31,"T","F","F","F","F",0,"F","F","F","F"
14,36.000000,0,0.000000,0,0,14,29,0,11125,0,1,10,"M","S",0,15,31,52,42752.000000,1,"T","F","F","F","F",0,"F","F","F","T"
39,24.000000,0,0.000000,0,0,39,18,1,11457,0,2,10,"F","U",6,11,32,55,54406.000000,40,"T","F","F","F","F",100,"F","T","F","F"
44,12.000000,0,0.000000,0,0,44,8,1,11602,0,1,10,"F","U",14,6,36,57,59099.000000,15,"F","F","F","F","F",100,"T","F","T","F"
39,0.000000,1,0.000000,0,0,39,-3,2,11607,0,4,6,"M","M",9,7,23,68,57561.000000,17,"F","F","F","T","T",230,"F","F","F","F"
39,0.000000,0,0.000000,0,0,39,-2,0,11609,0,4,6,"F","S",10,11,43,45,56824.000000,33,"T","F","F","T","T",0,"F","F","F","F"
26,36.000000,0,0.000000,0,0,26,26,1,11616,0,4,11,"F","S",0,10,36,52,43935.000000,28,"F","F","F","F","F",100,"F","F","F","F"
68,0.000000,0,0.000000,0,0,68,-6,2,11659,0,2,9,"M","M",39,8,22,68,29154.000000,31,"F","F","F","F","T",200,"F","F","F","F"
38,0.000000,0,0.000000,0,0,38,-3,6,11916,0,3,10,"M","M",9,18,50,30,52955.000000,13,"F","F","F","F","F",600,"F","F","F","F"
27,48.000000,0,0.000000,0,0,27,37,1,11943,0,1,9,"M","S",4,20,21,58,50324.000000,8,"F","F","F","F","F",100,"F","F","F","F"
61,24.000000,0,0.000000,0,0,61,20,0,12645,0,4,9,"F","S",29,12,48,38,45982.000000,15,"F","F","F","F","F",0,"F","F","F","F"
38,12.000000,0,0.000000,0,0,38,0,1,12654,0,2,0,"M","S",13,11,31,56,49197.000000,18,"T","F","F","F","F",100,"F","F","F","F"
42,24.000000,0,0.000000,0,0,42,13,1,4102,0,6,9,"F","M",14,12,42,44,59133.000000,6,"F","T","F","F","F",100,"F","F","F","F"
40,48.000000,3,10.837233,104,3,40,38,0,4226,0,4,0,"M","U",12,13,45,41,78162.000000,50,"F","T","F","T","F",90,"F","F","F","F"
37,12.000000,0,0.000000,0,0,37,9,1,4374,0,1,11,"M","M",2,11,35,52,66303.000000,37,"T","F","F","F","T",100,"F","F","F","F"
30,24.000000,3,10.469990,70,1,30,13,3,4463,0,2,9,"M","M",2,9,21,68,48788.000000,24,"F","F","F","F","F",390,"F","F","F","T"
35,24.000000,4,10.752323,119,2,35,20,1,4383,0,5,0,"M","M",7,6,31,61,79287.000000,28,"F","F","F","F","F",220,"F","F","F","T"
59,48.000000,5,12.644980,45,2,59,41,0,4520,0,3,8,"M","M",31,15,28,55,56125.000000,19,"F","T","F","F","F",150,"F","F","F","F"
42,24.000000,4,7.415667,49,1,42,14,0,4310,0,2,10,"M","U",14,11,43,45,48564.000000,48,"T","F","F","F","F",120,"F","F","F","F"
46,12.000000,4,13.041323,308,2,46,9,0,4497,0,5,10,"F","M",18,11,24,63,57643.000000,52,"F","F","F","F","F",120,"F","F","F","F"
50,36.000000,3,13.071333,438,2,50,31,0,4590,0,2,11,"M","S",23,11,29,58,25785.000000,34,"F","F","F","F","F",90,"F","F","F","T"
33,12.000000,3,12.128990,229,2,33,9,0,4651,0,1,11,"M","U",2,13,41,44,45107.000000,12,"F","F","F","F","F",90,"F","F","F","F"
20,24.000000,0,0.000000,0,0,20,20,2,4686,0,2,9,"F","S",0,16,24,59,50177.000000,37,"F","F","T","F","F",200,"F","F","F","F"
37,0.000000,0,0.000000,0,0,37,-6,1,4643,0,1,11,"M","S",5,18,27,54,65360.000000,22,"F","F","T","F","F",100,"F","F","F","F"
48,36.000000,0,0.000000,0,0,48,33,0,4988,0,4,0,"M","S",20,14,21,63,54532.000000,6,"F","F","F","F","F",0,"F","F","T","T"
50,36.000000,3,9.974657,408,3,50,28,4,5008,0,4,0,"M","M",19,11,29,59,56057.000000,12,"F","F","T","F","F",490,"F","T","F","F"
60,0.000000,0,0.000000,0,0,60,-2,2,4896,0,3,10,"M","M",31,13,25,60,58481.000000,42,"F","F","F","F","F",200,"F","F","F","T"
35,24.000000,0,0.000000,0,0,35,13,1,5170,0,6,10,"M","U",7,13,34,52,54575.000000,23,"F","F","F","F","F",100,"F","F","F","F"
41,12.000000,2,11.495667,129,1,41,7,1,31930,0,1,0,"F","M",12,9,29,61,62091.000000,7,"F","F","F","F","F",160,"F","F","F","T"
56,0.000000,0,0.000000,0,0,56,-6,0,5030,0,4,11,"M","S",27,6,40,52,38212.000000,9,"F","F","F","T","F",0,"F","T","F","T"
42,0.000000,0,0.000000,0,0,42,-3,0,5147,0,4,8,"M","S",12,13,21,64,38433.000000,49,"T","T","F","T","F",0,"F","F","F","F"
29,12.000000,0,0.000000,0,0,29,11,3,5306,0,1,11,"M","S",0,19,16,64,40494.000000,15,"T","F","F","T","F",300,"F","F","F","F"
64,0.000000,0,0.000000,0,0,64,-1,1,32075,0,7,11,"M","M",34,9,32,57,52217.000000,22,"F","F","F","F","F",100,"F","F","F","F"
28,48.000000,2,8.615657,249,2,28,38,1,32150,0,1,0,"F","S",0,10,29,59,63015.000000,15,"T","F","F","F","F",160,"F","F","F","F"
36,0.000000,1,0.000000,0,0,36,-1,3,5197,0,3,0,"M","M",6,8,49,42,49083.000000,22,"F","F","F","F","F",330,"F","F","F","F"
39,24.000000,0,0.000000,0,0,39,18,0,5231,0,6,9,"F","M",7,11,27,60,57063.000000,17,"F","F","F","T","T",0,"F","F","F","F"
16,12.000000,3,10.482647,16,2,16,8,4,32229,0,6,10,"M","S",0,11,39,49,48683.000000,44,"F","T","F","F","T",490,"F","F","F","F"
41,24.000000,0,0.000000,0,0,41,22,1,32309,0,3,10,"F","M",13,7,39,52,30933.000000,6,"F","F","F","F","F",100,"F","F","F","F"
58,36.000000,0,0.000000,0,0,58,23,3,31987,0,3,11,"M","M",31,10,20,69,36502.000000,29,"F","F","F","F","F",300,"T","F","F","F"
27,36.000000,0,0.000000,0,0,27,23,0,32363,0,2,9,"F","S",0,7,27,64,37502.000000,24,"F","F","F","F","F",0,"F","F","F","T"
54,12.000000,2,9.358000,958,2,54,11,2,32534,0,4,9,"M","U",25,9,34,55,57131.000000,51,"F","F","F","F","T",260,"F","F","F","F"
31,24.000000,0,0.000000,0,0,31,15,0,32566,0,4,9,"F","U",2,11,23,65,59932.000000,21,"T","F","F","F","F",0,"F","F","F","F"
